Class,Left_Hip_X,Left_Hip_Y,Left_Hip_Z,Right_Hip_X,Right_Hip_Y,Right_Hip_Z,Left_Shoulder_X,Left_Shoulder_Y,Left_Shoulder_Z,Right_Shoulder_X,Right_Shoulder_Y,Right_Shoulder_Z,Nose_X,Nose_Y,Nose_Z
Class1,0.429823458,0.733347595,0.162179917,0.451265216,0.730889022,-0.162049472,0.491679966,0.33724919,0.215498686,0.511122882,0.328632921,-0.25668484,0.598897338,0.382492334,-0.004383102
Class1,0.430079579,0.732647896,0.161722049,0.452212244,0.730883956,-0.161592335,0.491389364,0.336035758,0.213994816,0.511120021,0.328512877,-0.256702602,0.598893881,0.381030053,-0.004947566
Class1,0.430598676,0.732101977,0.16150935,0.453444034,0.730817556,-0.161371902,0.491401017,0.334731847,0.214160606,0.511125684,0.328093469,-0.259423584,0.599747121,0.375847965,-0.004858115
Class1,0.430949658,0.731883168,0.161272481,0.454248816,0.730826914,-0.161128938,0.491356343,0.333936304,0.214187652,0.511130333,0.327905923,-0.260760695,0.600132346,0.373791337,-0.004787947
Class1,0.43151924,0.73158145,0.161205828,0.454333335,0.730902553,-0.161052704,0.491436183,0.332303673,0.214215785,0.510902107,0.327626556,-0.267880619,0.602441788,0.369993687,-0.005353642
Class1,0.431972831,0.731322646,0.161102578,0.454472393,0.7309677,-0.1609395,0.491542161,0.331411988,0.214299276,0.510852516,0.32727313,-0.269565642,0.603451431,0.368456423,-0.005666208
Class1,0.432579935,0.730257571,0.161132738,0.454621315,0.730946422,-0.160965353,0.491993934,0.3289949,0.213793099,0.510852396,0.326183498,-0.274072677,0.604023695,0.362722874,-0.011057273
Class1,0.433024317,0.729260504,0.16112943,0.454730183,0.730953038,-0.160961345,0.492136359,0.327671528,0.212860376,0.510853052,0.325873524,-0.277701408,0.604673326,0.360352457,-0.014262787
Class1,0.433885783,0.72765696,0.161105156,0.454942167,0.730844438,-0.160934836,0.492572844,0.326290905,0.211610213,0.510653377,0.32496208,-0.278886646,0.604699373,0.356263697,-0.019204883
Class1,0.434332639,0.726190686,0.161022484,0.455085218,0.730644763,-0.160847232,0.492929608,0.325378865,0.210390791,0.510560751,0.324679524,-0.279758632,0.604667723,0.355646044,-0.020276247
Class1,0.434554309,0.725633323,0.161018461,0.456017584,0.730342269,-0.160842672,0.492927939,0.324100822,0.210482895,0.510505617,0.324438125,-0.283471078,0.604777753,0.353232354,-0.019311506
Class1,0.434602529,0.725177526,0.160980567,0.456605077,0.729289651,-0.160800412,0.492910534,0.32348755,0.210881755,0.510492325,0.324300617,-0.282564819,0.605044723,0.352407962,-0.018720042
Class1,0.434596896,0.724591076,0.160841987,0.457776755,0.728787124,-0.160660312,0.49219963,0.321819872,0.211128667,0.510490656,0.324305505,-0.284259796,0.605036736,0.347483456,-0.018173613
Class1,0.434679955,0.724306762,0.160814464,0.458777368,0.728779197,-0.160632193,0.491821736,0.320352435,0.211665809,0.510474443,0.324275374,-0.28579092,0.605049908,0.345664352,-0.016887367
Class1,0.434818715,0.724309087,0.160826147,0.459908187,0.728777826,-0.160643518,0.490910798,0.320286304,0.21286723,0.510485113,0.324325919,-0.288783491,0.605047643,0.342794836,-0.01659021
Class1,0.434948385,0.724250257,0.161041304,0.460490972,0.728614748,-0.160854161,0.49055022,0.320283681,0.214667886,0.510484755,0.324331045,-0.289753735,0.605099142,0.340983212,-0.016400052
Class1,0.435248166,0.724294186,0.161227956,0.461397171,0.728668809,-0.161040321,0.490320027,0.320314288,0.215795815,0.51044327,0.323989868,-0.290947706,0.605104566,0.33636111,-0.018801326
Class1,0.435759574,0.724303544,0.161837816,0.461739212,0.728882194,-0.161645979,0.490211368,0.31996423,0.217762232,0.5103333,0.323580384,-0.291875273,0.604963601,0.334896505,-0.01894206
Class1,0.435940951,0.72431004,0.163401395,0.461704522,0.728946626,-0.163189724,0.49023512,0.319952279,0.220949546,0.509803474,0.322224379,-0.296319276,0.604285181,0.330529988,-0.019479029
Class1,0.435946792,0.724335909,0.164204776,0.461669087,0.728938639,-0.163986623,0.490256429,0.319996148,0.222139344,0.509505868,0.321244568,-0.297955096,0.604023695,0.328184217,-0.020605845
Class1,0.435963154,0.72430253,0.166773587,0.461652339,0.728226781,-0.166537777,0.489997804,0.319127709,0.232991084,0.509173214,0.318640709,-0.298666894,0.602302253,0.324475586,-0.013228093
Class1,0.436069459,0.724436462,0.166604534,0.462207466,0.728896141,-0.166393474,0.499078155,0.321458846,0.232499436,0.517968476,0.323636323,-0.308413148,0.633743465,0.279309779,-0.036213692
Class1,0.436170638,0.724888921,0.164855286,0.463112801,0.729782164,-0.164676517,0.502241433,0.322895944,0.232170299,0.521389604,0.325379491,-0.312494159,0.640725553,0.271891117,-0.036232822
Class1,0.436102092,0.725230098,0.16252017,0.463693053,0.730154335,-0.162364975,0.50338912,0.323933542,0.231412321,0.523365676,0.32635361,-0.312768251,0.641897261,0.272445798,-0.037055377
Class1,0.436087519,0.725731134,0.161996186,0.464208424,0.730659485,-0.161848292,0.503448308,0.3244569,0.23122175,0.524480283,0.327298045,-0.312994838,0.642221808,0.274345726,-0.035319652
Class1,0.436141491,0.725768685,0.161374122,0.464193493,0.730892122,-0.161231428,0.505361974,0.325536251,0.23067461,0.525094926,0.327452064,-0.313021213,0.642720103,0.275594115,-0.037387036
Class1,0.436351925,0.72578752,0.160780683,0.464163989,0.730892837,-0.160637766,0.506630063,0.326114684,0.230489999,0.525188684,0.327403337,-0.311975121,0.642682016,0.275465429,-0.036941957
Class1,0.436763257,0.725611389,0.15902096,0.463997096,0.730896235,-0.158888578,0.508697093,0.326800615,0.226990238,0.52507782,0.327407777,-0.306594312,0.641864181,0.279092461,-0.039396521
Class1,0.437017024,0.725329101,0.158187822,0.463832051,0.730843961,-0.158061534,0.509397209,0.327131987,0.226305038,0.525236905,0.32745108,-0.30517891,0.640991628,0.281221569,-0.038706329
Class1,0.437661767,0.725017369,0.157976642,0.463512272,0.730698168,-0.157848984,0.510284603,0.327772558,0.225791916,0.525335073,0.327510893,-0.302043706,0.641609311,0.282434136,-0.038306277
Class1,0.438339412,0.724826455,0.157844231,0.46325025,0.730691075,-0.15770711,0.511373103,0.328231722,0.225137025,0.525239587,0.327620089,-0.300917566,0.64186877,0.283456117,-0.03807614
Class1,0.439282358,0.724011421,0.157831237,0.462902576,0.730187297,-0.15768832,0.512317657,0.328628749,0.223724797,0.525121868,0.327646315,-0.298926175,0.642301321,0.288486958,-0.038044818
Class1,0.440955073,0.723599434,0.157675058,0.462720126,0.729902506,-0.157520622,0.513350189,0.329084724,0.222341329,0.525063753,0.327598989,-0.294249445,0.642583728,0.291472107,-0.038374528
Class1,0.441594183,0.723079085,0.157288462,0.462709993,0.72914952,-0.157128304,0.513844788,0.329304576,0.220773771,0.524986029,0.327196807,-0.28646934,0.642493129,0.294784218,-0.039450325
Class1,0.441658109,0.722802877,0.156970993,0.462688744,0.728828371,-0.156810716,0.513892591,0.329436809,0.219936877,0.524961352,0.326940477,-0.282992721,0.642359018,0.296209574,-0.041756615
Class1,0.441303879,0.722088397,0.15649797,0.462675035,0.728443742,-0.156326026,0.513814032,0.329416484,0.216809124,0.525187075,0.326946706,-0.283649385,0.642316759,0.300071031,-0.041018616
Class1,0.440665931,0.721585155,0.155944079,0.462684244,0.728198588,-0.155768916,0.513551831,0.329320937,0.213992685,0.525413752,0.326947004,-0.283337533,0.642061114,0.30227682,-0.040929206
Class1,0.439103484,0.721070111,0.154708967,0.462647349,0.728036642,-0.154543906,0.512824833,0.329168022,0.211659938,0.526109576,0.327301651,-0.282286257,0.641941845,0.30389148,-0.039321348
Class1,0.437542588,0.720566869,0.154324874,0.462310642,0.727995634,-0.154160604,0.51223886,0.329001397,0.210554793,0.526389003,0.327718467,-0.283012331,0.641855299,0.305454642,-0.037858967
Class1,0.436474055,0.72023952,0.154257461,0.461164862,0.727945805,-0.154092565,0.512210727,0.328995228,0.210700527,0.5267874,0.328149736,-0.283044547,0.641765237,0.308011323,-0.037827186
Class1,0.436367661,0.720239103,0.15415296,0.460848272,0.727950394,-0.15398638,0.5121122,0.329114079,0.210988522,0.526892781,0.328439146,-0.281185895,0.641729593,0.308540285,-0.038660184
Class1,0.436395317,0.720235169,0.154178843,0.460242599,0.727958679,-0.15401046,0.512075722,0.330014676,0.211088687,0.526821375,0.329253018,-0.279567301,0.64159888,0.312670261,-0.038661126
Class1,0.436539531,0.720215619,0.15421769,0.459662795,0.727944613,-0.154046103,0.512300372,0.330931187,0.21138224,0.526726782,0.329798728,-0.278678268,0.64153558,0.314897954,-0.038768314
Class1,0.436611623,0.720108092,0.154544592,0.458804131,0.72788316,-0.154362708,0.512352705,0.331375062,0.212131426,0.52657342,0.33100307,-0.278591245,0.640080571,0.322084218,-0.036342245
Class1,0.436699331,0.720075846,0.154896319,0.457816571,0.727853298,-0.154704258,0.512587786,0.331922829,0.212930471,0.5263713,0.331740797,-0.278683633,0.639321983,0.324878216,-0.035512201
Class1,0.436463982,0.720100224,0.154372528,0.45769012,0.728063822,-0.154187337,0.512245178,0.331991941,0.210762233,0.526273489,0.332588077,-0.273181587,0.636549115,0.328206569,-0.035871696
Class1,0.436042249,0.720101595,0.15372251,0.457627505,0.728240371,-0.153541878,0.511662006,0.331974357,0.20924738,0.526256442,0.333396286,-0.273060769,0.635128915,0.329900652,-0.035360716
Class1,0.435936481,0.72010076,0.153712347,0.457160473,0.72840178,-0.153528467,0.511310339,0.332064718,0.208711162,0.526049852,0.334376276,-0.273280114,0.634757102,0.334459513,-0.034201562
Class1,0.435891926,0.720036328,0.15370442,0.456343859,0.728467286,-0.153516829,0.511112154,0.332071066,0.208612487,0.525923193,0.334991962,-0.273188591,0.634491324,0.336283863,-0.032814704
Class1,0.435634434,0.719880164,0.153408259,0.455703229,0.72846818,-0.153209463,0.51069665,0.33221373,0.208163559,0.52585721,0.336479157,-0.272694737,0.63436693,0.340302438,-0.030006172
Class1,0.4354904,0.71962136,0.153273523,0.455253303,0.728439271,-0.153066978,0.510252535,0.332277417,0.208206907,0.525761366,0.337404758,-0.2724033,0.634261131,0.341662526,-0.02805993
Class1,0.435445666,0.719515741,0.153269038,0.45488742,0.728441358,-0.153059989,0.510264039,0.332818866,0.20828034,0.525743246,0.33807534,-0.272371739,0.634506106,0.345240265,-0.025007162
Class1,0.435399324,0.719470441,0.153278366,0.454490453,0.728441596,-0.15306671,0.510218024,0.333075851,0.208561927,0.525710762,0.338500559,-0.272012353,0.634562254,0.347139895,-0.02206078
Class1,0.435190409,0.719464898,0.153249428,0.454411477,0.728217423,-0.153032601,0.509580672,0.33312729,0.209055811,0.525695086,0.338925481,-0.269283772,0.634188533,0.351383418,-0.015398539
Class1,0.435111105,0.719435394,0.153240442,0.454395026,0.728126168,-0.153020799,0.509223461,0.333213031,0.209221557,0.525672853,0.339299142,-0.267974466,0.634042203,0.352405906,-0.014531654
Class1,0.434945285,0.719529212,0.153260499,0.454255223,0.727938175,-0.153038576,0.508768976,0.33349672,0.210426524,0.525587618,0.339476049,-0.266165525,0.633225024,0.354906201,-0.012613645
Class1,0.434808075,0.719727755,0.153258801,0.454132259,0.727835953,-0.153036088,0.508478403,0.333779305,0.211060196,0.525426745,0.339514703,-0.264415115,0.632596374,0.356126755,-0.011715365
Class1,0.43470341,0.719791234,0.153142586,0.453643143,0.727500916,-0.15291208,0.508237541,0.334016383,0.211345181,0.524927676,0.339540511,-0.2620987,0.632524669,0.357788682,-0.009250217
Class1,0.434607506,0.719792366,0.153032124,0.453288168,0.72708267,-0.152794361,0.508102775,0.334151864,0.211555496,0.524593055,0.339589834,-0.261170208,0.632470131,0.358214796,-0.008394161
Class1,0.434564263,0.719855845,0.152879611,0.452751994,0.726866424,-0.152634084,0.507890582,0.334411711,0.211358711,0.523951948,0.339558929,-0.259781659,0.631923556,0.361093819,-0.007813612
Class1,0.434564024,0.719873965,0.152720228,0.451884776,0.726557016,-0.15246515,0.507816017,0.334757328,0.21136342,0.523300409,0.339534134,-0.257913738,0.631380439,0.362165958,-0.00770228
Class1,0.434517205,0.719691694,0.152695462,0.45105204,0.725722015,-0.152437702,0.507691979,0.334967405,0.211357892,0.522844017,0.339491397,-0.255967021,0.630626976,0.365241498,-0.004909555
Class1,0.434512109,0.71952635,0.152681291,0.450533092,0.725106657,-0.152420938,0.507615268,0.335184693,0.211329684,0.522384703,0.339419395,-0.254770607,0.630119324,0.366751045,-0.003572561
Class1,0.434260637,0.719270647,0.152432188,0.45034942,0.723952234,-0.152185395,0.507155359,0.335742593,0.210117072,0.522341788,0.338939697,-0.250938237,0.628621161,0.367047042,-0.004045364
Class1,0.434000492,0.718953252,0.152305186,0.45030117,0.722810507,-0.152071774,0.506795347,0.33618322,0.208198294,0.52234,0.338626534,-0.250067562,0.627830684,0.367196262,-0.004458278
Class1,0.433938295,0.718461931,0.152293175,0.450067878,0.721339226,-0.152061895,0.50679934,0.337365836,0.206584066,0.522268653,0.338424921,-0.248188153,0.627436757,0.369728625,-0.004503216
Class1,0.433722496,0.71784389,0.152288303,0.449902028,0.720250785,-0.152056322,0.50675267,0.338061869,0.203342229,0.522226095,0.33822298,-0.248802438,0.627061963,0.371174783,-0.005886286
Class1,0.433108747,0.717658937,0.152285025,0.44962284,0.719999433,-0.152053326,0.506680131,0.33918646,0.200371787,0.522208571,0.337964475,-0.249276295,0.626395106,0.373047054,-0.009050949
Class1,0.432576269,0.717527926,0.152178377,0.4495354,0.720003068,-0.151951522,0.506491661,0.339588046,0.195855632,0.522219896,0.337862313,-0.249538004,0.625895381,0.373641551,-0.01439652
Class1,0.432574362,0.717693746,0.152182639,0.449302614,0.720014513,-0.151955843,0.506487668,0.341134429,0.193693116,0.522162318,0.337854117,-0.250409573,0.625704229,0.376864195,-0.014562796
Class1,0.43256548,0.717873991,0.152326256,0.449103951,0.720023692,-0.152096376,0.506498456,0.342422217,0.192945585,0.52208823,0.337844044,-0.252237588,0.625618696,0.378590018,-0.01489482
Class1,0.432563692,0.718188286,0.152956665,0.448745638,0.720083356,-0.152719006,0.50655973,0.343129367,0.192792758,0.522089899,0.337783605,-0.25412339,0.625399828,0.378606111,-0.017674206
Class1,0.432602465,0.718489349,0.153583214,0.448364288,0.720208585,-0.153334066,0.506830633,0.343856364,0.193325266,0.521918356,0.337650329,-0.255908877,0.625304222,0.378522038,-0.019548826
Class1,0.432748049,0.719331026,0.154317513,0.447924644,0.72041595,-0.154057175,0.506930768,0.345826834,0.197098643,0.521798193,0.337518752,-0.256208956,0.624819875,0.381862432,-0.013172391
Class1,0.432975411,0.720433354,0.154866785,0.447544515,0.720797539,-0.154602617,0.507070422,0.347081482,0.200478047,0.521691978,0.337387621,-0.256123275,0.624479115,0.383084744,-0.011051821
Class1,0.433174521,0.722340226,0.156477854,0.447124571,0.721425891,-0.156211793,0.507196665,0.348981529,0.210505038,0.521512747,0.33732447,-0.254633307,0.623705924,0.385359347,-0.003920085
Class1,0.433428228,0.724369884,0.158275783,0.446804941,0.722181201,-0.158009559,0.507330775,0.350481451,0.217598349,0.52129966,0.337068021,-0.252406359,0.622663915,0.386333674,-0.001032704
Class1,0.433554202,0.727141678,0.160541758,0.446202487,0.722881496,-0.160291001,0.507526875,0.352292091,0.22131671,0.521197319,0.33653307,-0.251796544,0.622094691,0.386567593,0.000554515
Class1,0.433612496,0.727951467,0.161712095,0.44538644,0.723150909,-0.161461771,0.507768154,0.35312885,0.220945582,0.52112484,0.336213499,-0.252471298,0.6218279,0.386888772,0.000774255
Class1,0.433591485,0.729759574,0.163878903,0.444785774,0.724129677,-0.163667992,0.507770777,0.354038894,0.220857397,0.521090627,0.33634752,-0.257727116,0.621578932,0.387960732,0.000611197
Class1,0.433323413,0.73121047,0.165242285,0.444484353,0.724682629,-0.165035114,0.507705212,0.35470137,0.222992212,0.52098763,0.33646521,-0.257656604,0.621181607,0.388368815,0.000434907
Class1,0.433229715,0.732691646,0.165848836,0.444220901,0.725753009,-0.165658534,0.50770402,0.357452571,0.222791955,0.520562828,0.336573482,-0.253215373,0.620642781,0.389371544,-0.003113006
Class1,0.433173299,0.733476281,0.166131318,0.444166601,0.725843072,-0.165952504,0.507602036,0.358745843,0.224052623,0.520470262,0.336660802,-0.250848502,0.620326936,0.390708447,-0.002482743
Class1,0.433169752,0.733466506,0.167371243,0.444049001,0.725820601,-0.167190775,0.507591069,0.359873533,0.227173418,0.52045238,0.336996794,-0.251253456,0.619907439,0.393141985,0.001078475
Class1,0.433176816,0.733612597,0.168121323,0.443945944,0.725793898,-0.167942807,0.50758481,0.361031383,0.230565622,0.52044189,0.337134898,-0.251219958,0.619535744,0.39402166,0.002461246
Class1,0.433177948,0.734615088,0.168341845,0.443403512,0.726095438,-0.168165252,0.507585943,0.362947762,0.230511904,0.520425916,0.337572873,-0.251274377,0.618730605,0.395377189,0.003838461
Class1,0.433235049,0.735242784,0.168548897,0.442850411,0.72644949,-0.16837737,0.50754118,0.364047676,0.230185375,0.520380199,0.338005602,-0.251312137,0.618130982,0.395930946,0.003558287
Class1,0.433232427,0.736257434,0.168594763,0.442433238,0.726617336,-0.168429509,0.507525921,0.365586758,0.229676798,0.520368576,0.338372022,-0.251075029,0.617073715,0.396551341,0.003000169
Class1,0.433232665,0.737114966,0.168609157,0.442367524,0.726948798,-0.168449357,0.50743103,0.366054714,0.22921297,0.520381272,0.339128315,-0.251101702,0.616331875,0.397707909,0.002831247
Class1,0.433177412,0.738698602,0.168608621,0.442230374,0.728116751,-0.168450743,0.50713402,0.366628617,0.229024723,0.520359278,0.339733958,-0.250735819,0.615556061,0.398750007,0.002775578
Class1,0.432997823,0.738847792,0.168878749,0.441776782,0.728331268,-0.168719336,0.506841779,0.366657376,0.2286897,0.520278275,0.340254366,-0.250910252,0.614964485,0.399256647,0.002651941
Class1,0.432966769,0.738931537,0.169111267,0.441202164,0.728471398,-0.168949276,0.506705165,0.366697311,0.228525147,0.520133674,0.341036201,-0.251726538,0.614794791,0.39970535,0.002541591
Class1,0.43296513,0.739018559,0.169096872,0.440972269,0.72853744,-0.168933734,0.506675363,0.367151082,0.22663185,0.519885838,0.341545135,-0.252055585,0.614671707,0.399965882,0.001746976
Class1,0.432968915,0.739395916,0.169080973,0.440872133,0.728828609,-0.168917388,0.506674886,0.367966771,0.225685686,0.519796848,0.3417072,-0.251693636,0.614382148,0.39993614,-0.000165902
Class1,0.432924688,0.739755869,0.169049591,0.440850616,0.728934705,-0.168883279,0.506672025,0.368741661,0.224747032,0.519781888,0.341768205,-0.251688004,0.614251852,0.399872631,-0.000890113
Class1,0.432711542,0.739931822,0.168903604,0.440673798,0.729016185,-0.168732062,0.506674707,0.369652301,0.224360287,0.519720733,0.341772914,-0.250267088,0.614198744,0.399417788,-0.001978598
Class1,0.432262897,0.740136206,0.168457016,0.440682232,0.729110539,-0.168283448,0.506458402,0.370262355,0.2230324,0.519721389,0.34186843,-0.250228256,0.614169657,0.399422705,-0.002357943
Class1,0.431823224,0.740265846,0.167491034,0.440885425,0.728997946,-0.167335466,0.506134868,0.37130487,0.220435604,0.519860446,0.341861039,-0.249789417,0.614094079,0.399954826,-0.002910039
Class1,0.431694418,0.740305603,0.167107195,0.441039175,0.728923559,-0.166961342,0.506054163,0.372158319,0.219172493,0.519970834,0.341860652,-0.249494538,0.614022911,0.400151581,-0.003725655
Class1,0.431692898,0.740338326,0.167079464,0.441013902,0.728821814,-0.166933015,0.505835474,0.372331083,0.217816263,0.520030379,0.342505038,-0.251740575,0.614013135,0.402540594,-0.003720872
Class1,0.431705117,0.740528762,0.167019233,0.441017956,0.728811741,-0.166873142,0.505642533,0.372682661,0.217091277,0.520139933,0.342797667,-0.252725661,0.614010632,0.403797477,-0.003796659
Class1,0.432134777,0.741270959,0.167014495,0.44107759,0.729461491,-0.166869238,0.505678296,0.373342484,0.21574074,0.520127058,0.343125463,-0.253551781,0.614000142,0.404608399,-0.005669977
Class1,0.432531476,0.741439641,0.166989326,0.441168845,0.729499638,-0.16684714,0.505976677,0.373949885,0.215278491,0.520170271,0.343290925,-0.253560871,0.613997519,0.404985428,-0.007522209
Class1,0.43260923,0.741460681,0.166985556,0.441240042,0.729589701,-0.166842893,0.505984068,0.374205053,0.21303454,0.520171463,0.343788832,-0.254644364,0.613692403,0.406318665,-0.008145953
Class1,0.432748169,0.741436005,0.166977093,0.441273659,0.729638517,-0.166834742,0.506081283,0.37416485,0.211541906,0.520169199,0.344052464,-0.256107509,0.613577127,0.407126188,-0.008736455
Class1,0.432567388,0.741425395,0.167001694,0.441238403,0.729821801,-0.166860208,0.506071329,0.374148339,0.208672479,0.520163,0.344397604,-0.258360684,0.612986922,0.408884317,-0.008508935
Class1,0.432535112,0.741349697,0.167078227,0.441018909,0.729818642,-0.166937798,0.506129861,0.374204814,0.206320658,0.520106018,0.344613642,-0.260890126,0.612662971,0.409721196,-0.00859725
Class1,0.432413191,0.741057098,0.167174235,0.440715879,0.729824901,-0.167032242,0.506117761,0.374295354,0.203125,0.520093679,0.344947278,-0.263791591,0.612588227,0.411059707,-0.008830071
Class1,0.432415426,0.740865827,0.167169839,0.440484077,0.729773283,-0.167027667,0.506116807,0.374348521,0.201329663,0.520092249,0.345084518,-0.26489535,0.612514317,0.411947936,-0.009661188
Class1,0.432928234,0.740785301,0.167193875,0.440435141,0.729807973,-0.16705063,0.506459653,0.374606818,0.200316161,0.520059884,0.345456809,-0.266448319,0.612511814,0.413245976,-0.010937329
Class1,0.433222353,0.740722835,0.16719532,0.440421313,0.729839742,-0.167051718,0.506630182,0.374840558,0.199946404,0.520021796,0.34575817,-0.266288012,0.612502456,0.413746476,-0.01271245
Class1,0.433915436,0.740582585,0.167356819,0.44044283,0.729928136,-0.1672066,0.507185638,0.374840081,0.200429261,0.520014167,0.346423835,-0.266569763,0.612413585,0.416647077,-0.012528272
Class1,0.434401155,0.740406573,0.167372391,0.44050312,0.730083406,-0.167221308,0.50752449,0.374841362,0.200560123,0.520007253,0.347067535,-0.267201871,0.612339258,0.418011218,-0.012616589
Class1,0.434898317,0.740243077,0.167404905,0.440655798,0.73025912,-0.167253971,0.507759988,0.374862581,0.200138584,0.520012498,0.347682327,-0.268533707,0.61214292,0.419727206,-0.012542937
Class1,0.435231805,0.740062714,0.167406455,0.440806359,0.730355084,-0.167255402,0.507912755,0.374868512,0.199947461,0.520013452,0.348250955,-0.268786937,0.612068474,0.42035684,-0.012482957
Class1,0.4352929,0.740044832,0.167455003,0.44085592,0.730514526,-0.167304143,0.508035719,0.374878734,0.200098291,0.520074725,0.348531961,-0.268975616,0.612004936,0.420923024,-0.012479713
Class1,0.435500711,0.739945471,0.16753082,0.440858275,0.730618358,-0.16738075,0.508299589,0.374846429,0.200045899,0.520075858,0.349108011,-0.26910612,0.611835063,0.421857119,-0.013330111
Class1,0.435727596,0.739731014,0.167534247,0.440824211,0.730567276,-0.167384103,0.50849241,0.37481609,0.200126141,0.520044208,0.349208385,-0.268759876,0.611594617,0.422167361,-0.013574475
Class1,0.435731709,0.739308655,0.167517155,0.440750092,0.730509162,-0.167366609,0.508531451,0.374651641,0.200024366,0.520043314,0.349341393,-0.268362045,0.611458242,0.422229499,-0.014107696
Class1,0.436176926,0.738281906,0.167635262,0.440703541,0.730342448,-0.167482555,0.508829236,0.374581873,0.19995217,0.520048141,0.349652886,-0.268320084,0.611350119,0.422424495,-0.014814771
Class1,0.436280131,0.738025427,0.167698711,0.440680623,0.730335891,-0.167544603,0.508965135,0.374441743,0.199839622,0.52007401,0.349863887,-0.268269688,0.611271143,0.422515601,-0.015706858
Class1,0.43634221,0.737994075,0.16791369,0.440472335,0.730571687,-0.167755678,0.509299815,0.374428511,0.201395527,0.519898117,0.349889815,-0.268162161,0.6112293,0.422870427,-0.015464333
Class1,0.436429173,0.737963676,0.168009192,0.44032526,0.730800211,-0.167848274,0.509588301,0.374424517,0.201831654,0.519759893,0.349967033,-0.26806429,0.611205041,0.423091084,-0.015421012
Class1,0.436429679,0.738061845,0.16819571,0.440258592,0.731610894,-0.168033153,0.509590387,0.374421775,0.203836367,0.519676507,0.350018054,-0.267956883,0.611164808,0.423200309,-0.014484073
Class1,0.436427236,0.738161325,0.168314531,0.440076232,0.732330918,-0.168150112,0.509592652,0.374423355,0.204320714,0.519529879,0.350118101,-0.267921746,0.611157596,0.423265159,-0.014475488
Class1,0.436584353,0.738162577,0.168326095,0.439898878,0.732836306,-0.168162122,0.509848237,0.374413937,0.20452635,0.519249856,0.350139081,-0.266966432,0.611147702,0.423179239,-0.014547481
Class1,0.436648488,0.738179684,0.168331474,0.439668983,0.733266711,-0.168167919,0.509936273,0.374400318,0.204635844,0.519124746,0.350157291,-0.265733927,0.611137629,0.42309764,-0.014653476
Class1,0.43661502,0.73824811,0.168337554,0.439676136,0.733997881,-0.168173566,0.509928644,0.374121815,0.204509959,0.51911813,0.350167662,-0.265069604,0.611157954,0.422763348,-0.015928458
Class1,0.436615139,0.738139153,0.168313518,0.439652771,0.734274745,-0.168150172,0.509939551,0.373581856,0.204418704,0.519047678,0.350175977,-0.263799042,0.611153662,0.422183096,-0.016342307
Class1,0.436566472,0.738125861,0.168262109,0.43966791,0.734546483,-0.168101326,0.509932399,0.373193562,0.204421967,0.51904875,0.349776536,-0.263151139,0.611277461,0.420984685,-0.01676045
Class1,0.436495274,0.738085449,0.16823931,0.439676732,0.734908283,-0.168080002,0.509914875,0.372793794,0.204437271,0.519045591,0.349477053,-0.26265198,0.611280262,0.420007676,-0.017315464
Class1,0.436189234,0.738095284,0.167964265,0.440387309,0.735235155,-0.167818531,0.509454012,0.372758895,0.204293385,0.519560695,0.348266065,-0.261574358,0.611233771,0.419194371,-0.018164212
Class1,0.436060637,0.738125086,0.167668521,0.441220701,0.735549986,-0.167533636,0.509272099,0.372755587,0.20385173,0.519932151,0.347426742,-0.261105865,0.611212671,0.418523312,-0.019758098
Class1,0.43622908,0.737212181,0.167575195,0.441275746,0.735165417,-0.167441308,0.509391963,0.371784687,0.20408316,0.519928575,0.346782953,-0.261128157,0.611269355,0.417787641,-0.019291466
Class1,0.436362177,0.736566484,0.167543083,0.441310585,0.734847605,-0.167409867,0.509480178,0.371301621,0.204308733,0.519924104,0.346262962,-0.261172026,0.611308336,0.417276859,-0.019003214
Class1,0.436253399,0.73628068,0.167468771,0.441508353,0.734739184,-0.167341739,0.509623289,0.370708555,0.204534084,0.519912422,0.344904691,-0.259442657,0.611326218,0.414097935,-0.021392165
Class1,0.43614462,0.736299157,0.167543098,0.441596866,0.734713733,-0.16742304,0.509649456,0.370107561,0.20514603,0.519859374,0.344049305,-0.259288937,0.61133343,0.412588745,-0.023756642
Class1,0.436143845,0.735764623,0.16774258,0.441581726,0.734717786,-0.167636722,0.50970304,0.36810866,0.205709785,0.519187808,0.343078941,-0.259140193,0.611328363,0.40878877,-0.028622072
Class1,0.436082393,0.735116899,0.167771474,0.441581517,0.734671354,-0.167667687,0.50973016,0.366574258,0.205752,0.518967032,0.342577696,-0.259132922,0.61133492,0.407179892,-0.029470928
Class1,0.435996979,0.734973848,0.167680115,0.441992253,0.734626114,-0.167578354,0.509693384,0.365189373,0.205782413,0.518708289,0.341449142,-0.258922219,0.611717641,0.404555202,-0.030690212
Class1,0.435936987,0.734906018,0.167358696,0.442201257,0.734635651,-0.16725941,0.509693325,0.364463627,0.204780653,0.51860702,0.340750575,-0.259004772,0.611999571,0.402832299,-0.034243032
Class1,0.435883641,0.734857082,0.167162567,0.442282617,0.734553456,-0.167062253,0.509334922,0.362726003,0.204707965,0.518605709,0.34052065,-0.261790633,0.612235904,0.403262109,-0.034101803
